,From,To,Day,Month,Holiday,Distance,Occupancy
8928,7,2,6,5,0,1561.76,87
8929,1,3,4,4,0,2079.0,86
8930,1,3,5,6,0,2079.0,82
8931,7,2,5,3,0,1561.76,80
8932,1,3,6,9,0,2079.0,86
8933,1,3,5,6,0,2079.0,75
8934,2,1,2,3,0,1717.93,86
8935,7,2,4,5,0,1561.76,87
8936,7,2,7,5,1,1561.76,92
8937,2,1,5,1,0,1717.93,87
8938,7,2,5,12,0,1561.76,76
8939,7,2,4,5,0,1561.76,85
8940,2,1,5,1,0,1717.93,87
8941,1,3,6,9,0,2079.0,86
8942,5,7,7,1,1,1363.71,98
8943,7,2,3,6,0,1561.76,78
8944,1,3,7,5,1,2079.0,93
8945,7,2,6,5,0,1561.76,85
8946,7,2,6,12,0,1561.76,82
8947,4,6,6,9,0,623.48,80
8948,1,3,4,5,0,2079.0,79
8949,1,3,7,6,1,2079.0,94
8950,7,2,1,3,1,1561.76,96
8951,1,3,4,3,0,2079.0,79
8952,1,3,4,3,0,2079.0,78
8953,2,1,3,9,0,1717.93,82
8954,4,6,7,6,1,623.48,91
8955,2,1,2,5,0,1717.93,79
8956,7,2,6,12,0,1561.76,88
8957,2,1,5,1,0,1717.93,83
8958,1,3,2,6,0,2079.0,85
8959,7,2,5,3,0,1561.76,88
8960,7,2,6,1,0,1561.76,86
8961,1,3,5,6,0,2079.0,88
8962,1,3,7,5,1,2079.0,95
8963,7,2,5,6,0,1561.76,87
8964,2,1,3,12,0,1717.93,87
8965,7,2,6,9,0,1561.76,80
8966,1,3,1,3,1,2079.0,99
8967,1,3,6,9,0,2079.0,87
8968,1,3,2,6,0,2079.0,87
8969,7,2,3,5,0,1561.76,90
8970,7,2,5,9,0,1561.76,75
8971,7,2,2,6,0,1561.76,88
8972,1,3,1,1,1,2079.0,95
8973,7,2,5,12,0,1561.76,78
8974,1,3,3,9,0,2079.0,78
8975,2,1,6,12,0,1717.93,87
8976,1,3,2,6,0,2079.0,85
8977,1,3,4,5,0,2079.0,90
8978,1,3,2,6,0,2079.0,76
8979,7,2,4,6,0,1561.76,84
8980,1,3,4,3,0,2079.0,75
8981,2,1,2,6,0,1717.93,80
8982,1,3,5,9,0,2079.0,86
8983,7,2,7,5,1,1561.76,97
8984,1,3,4,3,0,2079.0,89
8985,2,1,6,3,0,1717.93,85
8986,7,2,6,12,0,1561.76,78
8987,2,1,2,6,0,1717.93,87
8988,7,2,6,1,0,1561.76,85
8989,1,3,1,3,1,2079.0,99
8990,4,6,3,12,0,623.48,78
8991,2,1,5,6,0,1717.93,79
8992,2,1,2,3,0,1717.93,87
8993,1,3,6,12,0,2079.0,90
8994,7,2,4,3,0,1561.76,81
8995,1,3,4,3,0,2079.0,83
8996,4,6,5,12,0,623.48,77
8997,4,6,6,3,0,623.48,87
8998,7,2,5,9,0,1561.76,77
8999,2,1,2,4,0,1717.93,76
9000,1,3,6,12,0,2079.0,87
9001,2,1,2,3,0,1717.93,77
9002,2,1,6,5,0,1717.93,90
9003,1,3,2,6,0,2079.0,90
9004,1,3,4,9,0,2079.0,77
9005,7,2,6,5,0,1561.76,89
9006,7,2,7,1,1,1561.76,91
9007,1,3,1,1,1,2079.0,94
9008,1,3,2,6,0,2079.0,88
9009,4,6,1,3,1,623.48,96
9010,2,1,7,5,1,1717.93,99
9011,1,3,2,5,0,2079.0,75
9012,2,1,1,3,1,1717.93,94
9013,7,2,6,9,0,1561.76,90
9014,4,6,5,6,0,623.48,89
9015,2,1,2,3,0,1717.93,78
9016,7,2,5,4,0,1561.76,90
9017,1,3,5,9,0,2079.0,89
9018,2,1,6,6,0,1717.93,89
9019,2,1,5,1,0,1717.93,89
9020,5,7,1,1,1,1363.71,96
9021,2,1,3,12,0,1717.93,89
9022,7,2,6,5,0,1561.76,88
9023,1,3,7,6,1,2079.0,94
9024,1,3,2,5,0,2079.0,86
9025,2,1,2,5,0,1717.93,85
9026,7,2,4,5,0,1561.76,83
9027,1,3,7,6,1,2079.0,90
9028,1,3,6,12,0,2079.0,90
9029,2,1,1,3,1,1717.93,96
9030,1,3,3,9,0,2079.0,89
9031,5,7,3,3,0,1363.71,85
9032,7,2,6,5,0,1561.76,90
9033,1,3,3,5,0,2079.0,89
9034,1,3,5,6,0,2079.0,79
9035,2,1,4,12,0,1717.93,85
9036,2,1,2,6,0,1717.93,85
9037,7,2,1,3,1,1561.76,98
9038,1,3,3,6,0,2079.0,85
9039,1,3,4,6,0,2079.0,77
9040,1,3,5,3,0,2079.0,75
9041,1,3,7,5,1,2079.0,96
9042,7,2,5,12,0,1561.76,86
9043,7,2,5,6,0,1561.76,81
9044,2,1,5,1,0,1717.93,85
9045,1,3,2,5,0,2079.0,85
9046,7,2,6,5,0,1561.76,86
9047,4,6,6,5,0,623.48,86
9048,5,7,5,1,0,1363.71,76
9049,1,3,7,6,1,2079.0,94
9050,2,1,7,4,1,1717.93,98
9051,1,3,5,6,0,2079.0,80
9052,4,6,4,6,0,623.48,78
9053,1,3,3,9,0,2079.0,90
9054,7,2,6,1,0,1561.76,81
9055,1,3,5,1,0,2079.0,86
9056,7,2,5,6,0,1561.76,89
9057,2,1,2,6,0,1717.93,84
9058,5,7,4,3,0,1363.71,76
9059,1,3,5,6,0,2079.0,86
9060,1,3,4,5,0,2079.0,89
9061,4,6,5,3,0,623.48,89
9062,1,3,3,9,0,2079.0,88
9063,1,3,2,6,0,2079.0,77
9064,1,3,1,1,1,2079.0,90
9065,1,3,5,9,0,2079.0,87
9066,2,1,6,12,0,1717.93,87
9067,1,3,1,1,1,2079.0,95
9068,1,3,5,6,0,2079.0,85
9069,7,2,6,5,0,1561.76,80
9070,4,6,3,5,0,623.48,82
9071,7,2,6,5,0,1561.76,85
9072,1,3,5,3,0,2079.0,89
9073,1,3,4,3,0,2079.0,89
9074,1,3,4,3,0,2079.0,84
9075,1,3,5,6,0,2079.0,83
9076,1,3,6,12,0,2079.0,84
9077,2,1,5,6,0,1717.93,76
9078,7,2,7,5,1,1561.76,99
9079,1,3,4,3,0,2079.0,81
9080,2,1,6,12,0,1717.93,78
9081,2,1,6,1,0,1717.93,82
9082,1,3,4,3,0,2079.0,80
9083,7,2,4,6,0,1561.76,83
9084,2,1,7,1,1,1717.93,97
9085,7,2,3,6,0,1561.76,90
9086,1,3,4,3,0,2079.0,80
9087,1,3,7,6,1,2079.0,98
9088,1,3,5,9,0,2079.0,89
9089,1,3,6,12,0,2079.0,76
9090,7,2,2,6,0,1561.76,75
9091,1,3,7,6,1,2079.0,97
9092,1,3,2,6,0,2079.0,84
9093,1,3,5,6,0,2079.0,78
9094,1,3,6,12,0,2079.0,90
9095,1,3,2,4,0,2079.0,83
9096,2,1,3,5,0,1717.93,80
9097,2,1,1,3,1,1717.93,100
9098,7,2,5,12,0,1561.76,82
9099,1,3,1,1,1,2079.0,96
9100,1,3,7,6,1,2079.0,95
9101,7,2,7,4,1,1561.76,97
9102,2,1,1,3,1,1717.93,98
9103,1,3,1,1,1,2079.0,92
9104,7,2,7,1,1,1561.76,98
9105,7,2,5,12,0,1561.76,83
9106,1,3,6,12,0,2079.0,89
9107,2,1,1,3,1,1717.93,98
9108,1,3,7,5,1,2079.0,92
9109,7,2,7,5,1,1561.76,98
9110,1,3,2,6,0,2079.0,75
9111,4,6,2,6,0,623.48,78
9112,1,3,7,6,1,2079.0,93
9113,7,2,3,5,0,1561.76,90
9114,4,6,5,12,0,623.48,81
9115,7,2,4,5,0,1561.76,81
9116,1,3,5,6,0,2079.0,88
9117,2,1,7,5,1,1717.93,96
9118,4,6,3,3,0,623.48,75
9119,2,1,7,6,1,1717.93,94
9120,1,3,2,5,0,2079.0,84
9121,1,3,4,5,0,2079.0,81
9122,1,3,1,1,1,2079.0,97
9123,7,2,4,6,0,1561.76,79
9124,7,2,4,5,0,1561.76,89
9125,4,6,6,3,0,623.48,78
9126,1,3,5,9,0,2079.0,83
9127,2,1,3,12,0,1717.93,85
9128,7,2,6,12,0,1561.76,85
9129,7,2,5,6,0,1561.76,78
9130,1,3,2,5,0,2079.0,88
9131,2,1,6,9,0,1717.93,76
9132,7,2,5,6,0,1561.76,89
9133,2,1,3,9,0,1717.93,81
9134,7,2,7,5,1,1561.76,99
9135,7,2,6,9,0,1561.76,89
9136,2,1,5,12,0,1717.93,88
9137,2,1,3,12,0,1717.93,76
9138,7,2,4,12,0,1561.76,88
9139,1,3,6,9,0,2079.0,77
9140,1,3,7,6,1,2079.0,95
9141,2,1,4,3,0,1717.93,90
9142,4,6,6,5,0,623.48,76
9143,4,6,1,1,1,623.48,93
9144,7,2,4,12,0,1561.76,76
9145,7,2,7,5,1,1561.76,100
9146,2,1,1,3,1,1717.93,93
9147,5,7,3,3,0,1363.71,78
9148,2,1,2,4,0,1717.93,81
9149,5,7,3,6,0,1363.71,75
9150,2,1,6,3,0,1717.93,75
9151,7,2,5,6,0,1561.76,86
9152,5,7,4,3,0,1363.71,85
9153,1,3,3,6,0,2079.0,80
9154,7,2,2,6,0,1561.76,83
9155,1,3,4,3,0,2079.0,82
9156,1,3,4,3,0,2079.0,88
9157,7,2,6,9,0,1561.76,87
9158,1,3,4,3,0,2079.0,85
9159,4,6,2,6,0,623.48,83
9160,7,2,7,5,1,1561.76,91
9161,7,2,7,1,1,1561.76,96
9162,5,7,6,12,0,1363.71,81
9163,1,3,4,3,0,2079.0,85
9164,1,3,2,5,0,2079.0,84
9165,1,3,6,9,0,2079.0,76
9166,7,2,6,5,0,1561.76,85
9167,1,3,2,5,0,2079.0,81
9168,1,3,5,6,0,2079.0,83
9169,1,3,5,6,0,2079.0,90
9170,2,1,3,3,0,1717.93,89
9171,1,3,4,6,0,2079.0,88
9172,2,1,4,9,0,1717.93,79
9173,1,3,5,6,0,2079.0,78
9174,4,6,5,3,0,623.48,75
9175,2,1,7,4,1,1717.93,99
9176,2,1,5,6,0,1717.93,79
9177,1,3,4,3,0,2079.0,78
9178,2,1,1,3,1,1717.93,96
9179,4,6,5,6,0,623.48,77
9180,7,2,6,1,0,1561.76,88
9181,1,3,5,6,0,2079.0,77
9182,2,1,5,1,0,1717.93,90
9183,7,2,2,3,0,1561.76,83
9184,1,3,3,5,0,2079.0,85
9185,7,2,7,5,1,1561.76,96
9186,7,2,7,1,1,1561.76,94
9187,7,2,3,5,0,1561.76,79
9188,1,3,5,9,0,2079.0,90
9189,7,2,3,5,0,1561.76,81
9190,1,3,2,6,0,2079.0,90
9191,1,3,6,9,0,2079.0,85
9192,2,1,6,5,0,1717.93,76
9193,1,3,1,3,1,2079.0,99
9194,4,6,6,12,0,623.48,78
9195,2,1,3,9,0,1717.93,88
9196,7,2,5,3,0,1561.76,85
9197,7,2,3,12,0,1561.76,75
9198,2,1,5,3,0,1717.93,90
9199,1,3,4,3,0,2079.0,87
9200,2,1,6,5,0,1717.93,86
9201,1,3,5,6,0,2079.0,85
9202,1,3,6,9,0,2079.0,80
9203,2,1,1,1,1,1717.93,90
9204,1,3,4,3,0,2079.0,83
9205,7,2,6,5,0,1561.76,79
9206,1,3,1,1,1,2079.0,99
9207,1,3,5,3,0,2079.0,89
9208,7,2,4,5,0,1561.76,81
9209,7,2,4,3,0,1561.76,75
9210,1,3,6,12,0,2079.0,75
9211,1,3,4,5,0,2079.0,77
9212,7,2,5,9,0,1561.76,88
9213,7,2,5,9,0,1561.76,81
9214,1,3,2,6,0,2079.0,86
9215,7,2,5,6,0,1561.76,75
9216,1,3,6,9,0,2079.0,83
9217,2,1,7,6,1,1717.93,98
9218,7,2,4,6,0,1561.76,82
9219,1,3,6,12,0,2079.0,87
9220,2,1,5,1,0,1717.93,84
9221,1,3,5,6,0,2079.0,75
9222,5,7,3,3,0,1363.71,88
9223,2,1,6,9,0,1717.93,78
9224,4,6,3,12,0,623.48,90
9225,7,2,6,12,0,1561.76,88
9226,2,1,4,3,0,1717.93,89
9227,1,3,7,5,1,2079.0,99
9228,7,2,5,12,0,1561.76,81
9229,2,1,6,12,0,1717.93,85
9230,1,3,2,6,0,2079.0,79
9231,7,2,2,3,0,1561.76,88
9232,2,1,4,3,0,1717.93,85
9233,7,2,6,12,0,1561.76,85
9234,1,3,4,3,0,2079.0,81
9235,1,3,7,5,1,2079.0,97
9236,7,2,1,3,1,1561.76,92
9237,7,2,3,5,0,1561.76,90
9238,1,3,3,5,0,2079.0,90
9239,2,1,5,1,0,1717.93,84
9240,7,2,5,6,0,1561.76,80
9241,1,3,4,4,0,2079.0,82
9242,7,2,6,9,0,1561.76,85
9243,5,7,6,5,0,1363.71,89
9244,7,2,5,9,0,1561.76,77
9245,1,3,4,3,0,2079.0,77
9246,1,3,5,6,0,2079.0,78
9247,1,3,1,3,1,2079.0,92
9248,1,3,7,6,1,2079.0,94
9249,1,3,5,3,0,2079.0,81
9250,1,3,1,1,1,2079.0,98
9251,7,2,4,6,0,1561.76,84
9252,1,3,7,4,1,2079.0,98
9253,1,3,5,3,0,2079.0,83
9254,4,6,6,1,0,623.48,76
9255,4,6,2,5,0,623.48,81
9256,1,3,5,6,0,2079.0,89
9257,4,6,5,6,0,623.48,88
9258,2,1,4,5,0,1717.93,84
9259,2,1,2,6,0,1717.93,77
9260,7,2,4,6,0,1561.76,89
9261,1,3,7,6,1,2079.0,100
9262,1,3,4,3,0,2079.0,88
9263,7,2,7,1,1,1561.76,93
9264,2,1,4,3,0,1717.93,85
9265,7,2,3,5,0,1561.76,87
9266,2,1,2,6,0,1717.93,76
9267,1,3,3,9,0,2079.0,81
9268,7,2,6,1,0,1561.76,80
9269,7,2,3,3,0,1561.76,87
9270,1,3,7,6,1,2079.0,97
9271,1,3,1,3,1,2079.0,91
9272,1,3,1,4,1,2079.0,93
9273,7,2,4,4,0,1561.76,88
9274,7,2,4,5,0,1561.76,77
9275,7,2,5,9,0,1561.76,89
9276,2,1,3,9,0,1717.93,78
9277,7,2,5,9,0,1561.76,82
9278,4,6,2,3,0,623.48,89
9279,2,1,3,12,0,1717.93,86
9280,7,2,7,5,1,1561.76,99
9281,4,6,2,3,0,623.48,77
9282,2,1,6,3,0,1717.93,82
9283,2,1,5,6,0,1717.93,76
9284,1,3,6,9,0,2079.0,86
9285,4,6,6,9,0,623.48,82
9286,1,3,3,9,0,2079.0,82
9287,1,3,4,9,0,2079.0,90
9288,7,2,5,9,0,1561.76,88
9289,2,1,4,4,0,1717.93,85
9290,4,6,2,5,0,623.48,75
9291,7,2,5,9,0,1561.76,84
9292,7,2,6,1,0,1561.76,85
9293,7,2,7,5,1,1561.76,93
9294,1,3,6,9,0,2079.0,76
9295,1,3,7,5,1,2079.0,92
9296,7,2,5,1,0,1561.76,76
9297,7,2,6,12,0,1561.76,80
9298,7,2,3,3,0,1561.76,78
9299,7,2,3,5,0,1561.76,76
9300,2,1,7,4,1,1717.93,93
9301,1,3,5,6,0,2079.0,78
9302,7,2,3,5,0,1561.76,88
9303,2,1,5,1,0,1717.93,79
9304,1,3,7,6,1,2079.0,94
9305,4,6,3,12,0,623.48,86
9306,2,1,3,6,0,1717.93,88
9307,2,1,3,6,0,1717.93,87
9308,7,2,4,5,0,1561.76,80
9309,1,3,3,5,0,2079.0,87
9310,1,3,2,3,0,2079.0,77
9311,2,1,2,6,0,1717.93,83
9312,7,2,7,1,1,1561.76,90
9313,7,2,3,5,0,1561.76,86
9314,7,2,1,3,1,1561.76,95
9315,1,3,6,12,0,2079.0,75
9316,1,3,5,3,0,2079.0,86
9317,7,2,7,1,1,1561.76,90
9318,2,1,3,3,0,1717.93,86
9319,7,2,2,4,0,1561.76,77
9320,7,2,3,6,0,1561.76,87
9321,2,1,2,3,0,1717.93,78
9322,7,2,6,9,0,1561.76,76
9323,1,3,2,6,0,2079.0,88
9324,1,3,4,3,0,2079.0,88
9325,4,6,2,5,0,623.48,83
9326,1,3,4,5,0,2079.0,87
9327,1,3,4,6,0,2079.0,81
9328,1,3,2,4,0,2079.0,80
9329,7,2,5,9,0,1561.76,77
9330,1,3,2,5,0,2079.0,83
9331,1,3,5,6,0,2079.0,79
9332,1,3,4,3,0,2079.0,83
9333,1,3,7,5,1,2079.0,92
9334,1,3,5,6,0,2079.0,82
9335,2,1,5,6,0,1717.93,86
9336,1,3,4,5,0,2079.0,77
9337,1,3,6,12,0,2079.0,77
9338,1,3,5,6,0,2079.0,78
9339,2,1,7,4,1,1717.93,99
9340,2,1,2,6,0,1717.93,78
9341,4,6,5,9,0,623.48,83
9342,1,3,5,3,0,2079.0,90
9343,1,3,2,6,0,2079.0,90
9344,1,3,5,9,0,2079.0,84
9345,1,3,7,5,1,2079.0,95
9346,5,7,6,9,0,1363.71,82
9347,7,2,4,3,0,1561.76,87
9348,2,1,6,3,0,1717.93,76
9349,7,2,5,12,0,1561.76,77
9350,7,2,4,5,0,1561.76,82
9351,4,6,6,6,0,623.48,87
9352,1,3,3,9,0,2079.0,76
9353,5,7,6,9,0,1363.71,90
9354,2,1,6,12,0,1717.93,85
9355,7,2,4,5,0,1561.76,81
9356,5,7,6,9,0,1363.71,89
9357,7,2,5,12,0,1561.76,79
9358,7,2,6,9,0,1561.76,82
9359,1,3,6,12,0,2079.0,79
9360,1,3,4,5,0,2079.0,75
9361,1,3,4,5,0,2079.0,76
9362,1,3,6,1,0,2079.0,83
9363,7,2,5,9,0,1561.76,84
9364,1,3,4,3,0,2079.0,86
9365,7,2,6,1,0,1561.76,84
9366,4,6,1,3,1,623.48,90
9367,7,2,5,9,0,1561.76,75
9368,1,3,6,12,0,2079.0,85
9369,1,3,3,6,0,2079.0,83
9370,1,3,1,3,1,2079.0,92
9371,2,1,6,6,0,1717.93,84
9372,2,1,5,1,0,1717.93,88
9373,5,7,7,6,1,1363.71,93
9374,1,3,7,5,1,2079.0,92
9375,1,3,7,6,1,2079.0,90
9376,2,1,2,3,0,1717.93,85
9377,1,3,5,6,0,2079.0,79
9378,7,2,6,5,0,1561.76,84
9379,1,3,7,5,1,2079.0,92
9380,2,1,3,6,0,1717.93,83
9381,4,6,3,12,0,623.48,83
9382,1,3,5,6,0,2079.0,75
9383,1,3,6,9,0,2079.0,90
9384,1,3,3,5,0,2079.0,87
9385,2,1,7,6,1,1717.93,91
9386,7,2,3,3,0,1561.76,80
9387,7,2,1,3,1,1561.76,93
9388,1,3,1,3,1,2079.0,98
9389,1,3,5,6,0,2079.0,80
9390,7,2,1,4,1,1561.76,95
9391,1,3,4,5,0,2079.0,83
9392,1,3,5,4,0,2079.0,84
9393,2,1,6,1,0,1717.93,88
9394,1,3,2,6,0,2079.0,80
9395,7,2,1,3,1,1561.76,98
9396,1,3,5,3,0,2079.0,82
9397,7,2,6,1,0,1561.76,83
9398,1,3,5,3,0,2079.0,82
9399,7,2,1,3,1,1561.76,92
9400,5,7,3,6,0,1363.71,78
9401,2,1,3,5,0,1717.93,85
9402,2,1,5,9,0,1717.93,89
9403,1,3,5,3,0,2079.0,86
9404,7,2,6,1,0,1561.76,78
9405,1,3,4,3,0,2079.0,80
9406,7,2,1,3,1,1561.76,97
9407,2,1,4,9,0,1717.93,86
9408,1,3,2,6,0,2079.0,76
9409,7,2,4,6,0,1561.76,80
9410,2,1,2,5,0,1717.93,83
9411,1,3,5,3,0,2079.0,83
9412,1,3,2,5,0,2079.0,81
9413,1,3,5,6,0,2079.0,78
9414,7,2,5,9,0,1561.76,77
9415,2,1,7,1,1,1717.93,98
9416,1,3,3,5,0,2079.0,87
9417,2,1,6,3,0,1717.93,87
9418,2,1,3,9,0,1717.93,88
9419,1,3,7,5,1,2079.0,97
9420,7,2,4,6,0,1561.76,89
9421,7,2,3,12,0,1561.76,79
9422,1,3,1,3,1,2079.0,90
9423,7,2,6,1,0,1561.76,87
9424,2,1,5,9,0,1717.93,84
9425,1,3,3,5,0,2079.0,82
9426,1,3,1,3,1,2079.0,92
9427,2,1,5,6,0,1717.93,80
9428,1,3,2,6,0,2079.0,87
9429,2,1,5,6,0,1717.93,76
9430,1,3,2,5,0,2079.0,85
9431,1,3,5,6,0,2079.0,90
9432,1,3,5,6,0,2079.0,83
9433,7,2,6,5,0,1561.76,88
9434,1,3,2,6,0,2079.0,75
9435,1,3,7,6,1,2079.0,91
9436,7,2,4,6,0,1561.76,82
9437,7,2,3,5,0,1561.76,86
9438,1,3,5,9,0,2079.0,87
9439,1,3,1,1,1,2079.0,92
9440,1,3,1,1,1,2079.0,93
9441,1,3,3,5,0,2079.0,76
9442,1,3,1,3,1,2079.0,92
9443,1,3,4,3,0,2079.0,90
9444,1,3,3,9,0,2079.0,76
9445,1,3,5,6,0,2079.0,87
9446,7,2,4,5,0,1561.76,82
9447,5,7,5,9,0,1363.71,86
9448,2,1,7,6,1,1717.93,90
9449,7,2,6,12,0,1561.76,75
9450,4,6,3,12,0,623.48,82
9451,2,1,4,5,0,1717.93,88
9452,7,2,7,5,1,1561.76,95
9453,2,1,5,3,0,1717.93,77
9454,7,2,6,1,0,1561.76,75
9455,1,3,5,6,0,2079.0,79
9456,4,6,3,12,0,623.48,79
9457,2,1,6,3,0,1717.93,84
9458,7,2,7,1,1,1561.76,96
9459,7,2,7,1,1,1561.76,92
9460,2,1,4,4,0,1717.93,85
9461,5,7,3,5,0,1363.71,75
9462,1,3,6,12,0,2079.0,78
9463,7,2,3,6,0,1561.76,77
9464,7,2,7,1,1,1561.76,90
9465,1,3,5,9,0,2079.0,78
9466,1,3,2,6,0,2079.0,79
9467,2,1,6,1,0,1717.93,81
9468,1,3,1,3,1,2079.0,99
9469,1,3,7,5,1,2079.0,92
9470,2,1,6,3,0,1717.93,82
9471,2,1,3,9,0,1717.93,76
9472,7,2,7,1,1,1561.76,93
9473,1,3,2,5,0,2079.0,77
9474,1,3,5,6,0,2079.0,80
9475,4,6,5,6,0,623.48,81
9476,5,7,1,3,1,1363.71,91
9477,1,3,5,6,0,2079.0,76
9478,7,2,4,6,0,1561.76,86
9479,2,1,5,1,0,1717.93,88
9480,1,3,6,9,0,2079.0,86
9481,2,1,4,6,0,1717.93,88
9482,7,2,6,9,0,1561.76,81
9483,1,3,4,3,0,2079.0,77
9484,1,3,5,3,0,2079.0,75
9485,4,6,3,5,0,623.48,78
9486,7,2,7,5,1,1561.76,93
9487,7,2,4,6,0,1561.76,87
9488,2,1,5,3,0,1717.93,81
9489,2,1,6,12,0,1717.93,75
9490,7,2,3,5,0,1561.76,75
9491,1,3,2,3,0,2079.0,87
9492,7,2,5,12,0,1561.76,75
9493,5,7,1,3,1,1363.71,100
9494,1,3,2,5,0,2079.0,83
9495,2,1,6,12,0,1717.93,87
9496,1,3,1,3,1,2079.0,96
9497,1,3,5,6,0,2079.0,86
9498,1,3,5,6,0,2079.0,87
9499,7,2,3,5,0,1561.76,85
9500,7,2,4,5,0,1561.76,75
9501,4,6,6,6,0,623.48,76
9502,2,1,6,5,0,1717.93,75
9503,2,1,1,4,1,1717.93,93
9504,7,2,7,5,1,1561.76,99
9505,1,3,5,6,0,2079.0,79
9506,4,6,2,3,0,623.48,76
9507,1,3,7,6,1,2079.0,92
9508,2,1,3,5,0,1717.93,88
9509,1,3,5,9,0,2079.0,86
9510,2,1,5,6,0,1717.93,90
9511,4,6,3,12,0,623.48,84
9512,2,1,2,5,0,1717.93,81
9513,4,6,2,3,0,623.48,77
9514,4,6,1,1,1,623.48,90
9515,2,1,5,3,0,1717.93,86
9516,1,3,6,9,0,2079.0,79
9517,7,2,4,5,0,1561.76,88
9518,2,1,6,12,0,1717.93,80
9519,1,3,2,6,0,2079.0,84
9520,7,2,1,3,1,1561.76,91
9521,1,3,6,12,0,2079.0,76
9522,7,2,3,3,0,1561.76,87
9523,7,2,6,1,0,1561.76,82
9524,1,3,5,6,0,2079.0,77
9525,1,3,6,9,0,2079.0,86
9526,7,2,7,5,1,1561.76,91
9527,7,2,6,5,0,1561.76,87
9528,1,3,3,9,0,2079.0,78
9529,2,1,5,3,0,1717.93,87
9530,1,3,5,9,0,2079.0,81
9531,1,3,7,5,1,2079.0,99
9532,7,2,5,6,0,1561.76,87
9533,7,2,1,3,1,1561.76,99
9534,1,3,6,5,0,2079.0,87
9535,7,2,7,4,1,1561.76,90
9536,2,1,4,5,0,1717.93,76
9537,1,3,4,5,0,2079.0,88
9538,7,2,5,9,0,1561.76,87
9539,1,3,3,5,0,2079.0,83
9540,1,3,6,1,0,2079.0,78
9541,1,3,4,3,0,2079.0,86
9542,1,3,5,6,0,2079.0,81
9543,1,3,7,4,1,2079.0,95
9544,1,3,3,5,0,2079.0,87
9545,1,3,6,9,0,2079.0,85
9546,2,1,5,1,0,1717.93,80
9547,1,3,2,6,0,2079.0,84
9548,4,6,6,12,0,623.48,78
9549,2,1,3,9,0,1717.93,85
9550,7,2,7,1,1,1561.76,92
9551,1,3,4,3,0,2079.0,90
9552,2,1,1,3,1,1717.93,98
9553,7,2,6,1,0,1561.76,86
9554,1,3,5,3,0,2079.0,84
9555,1,3,4,3,0,2079.0,86
9556,2,1,6,3,0,1717.93,79
9557,1,3,2,6,0,2079.0,82
9558,2,1,4,3,0,1717.93,81
9559,1,3,7,6,1,2079.0,100
9560,2,1,6,3,0,1717.93,81
9561,2,1,6,1,0,1717.93,84
9562,1,3,5,6,0,2079.0,85
9563,5,7,4,3,0,1363.71,81
9564,1,3,5,9,0,2079.0,79
9565,7,2,6,1,0,1561.76,76
9566,1,3,5,6,0,2079.0,86
9567,1,3,5,6,0,2079.0,84
9568,7,2,7,1,1,1561.76,94
9569,2,1,5,1,0,1717.93,83
9570,7,2,7,1,1,1561.76,100
9571,4,6,6,6,0,623.48,87
9572,1,3,2,5,0,2079.0,84
9573,7,2,6,9,0,1561.76,76
9574,2,1,2,6,0,1717.93,76
9575,7,2,4,5,0,1561.76,80
9576,1,3,3,9,0,2079.0,78
9577,5,7,2,6,0,1363.71,82
9578,1,3,6,12,0,2079.0,78
9579,7,2,6,12,0,1561.76,88
9580,7,2,6,5,0,1561.76,86
9581,1,3,2,6,0,2079.0,89
9582,1,3,7,5,1,2079.0,100
9583,7,2,6,12,0,1561.76,88
9584,2,1,3,12,0,1717.93,83
9585,2,1,2,4,0,1717.93,87
9586,1,3,2,6,0,2079.0,80
9587,2,1,4,5,0,1717.93,85
9588,1,3,6,12,0,2079.0,87
9589,1,3,5,6,0,2079.0,87
9590,7,2,6,1,0,1561.76,85
9591,2,1,5,12,0,1717.93,83
9592,1,3,3,9,0,2079.0,83
9593,7,2,1,4,1,1561.76,94
9594,2,1,3,12,0,1717.93,76
9595,4,6,3,3,0,623.48,75
9596,2,1,3,6,0,1717.93,87
9597,2,1,5,9,0,1717.93,75
9598,7,2,6,1,0,1561.76,82
9599,7,2,5,9,0,1561.76,81
9600,1,3,5,6,0,2079.0,78
9601,4,6,3,6,0,623.48,85
9602,1,3,2,5,0,2079.0,77
9603,2,1,6,12,0,1717.93,79
9604,1,3,4,3,0,2079.0,83
9605,1,3,5,6,0,2079.0,89
9606,1,3,5,3,0,2079.0,88
9607,1,3,6,12,0,2079.0,87
9608,1,3,7,5,1,2079.0,91
9609,1,3,4,5,0,2079.0,85
9610,1,3,1,3,1,2079.0,90
9611,1,3,3,5,0,2079.0,86
9612,5,7,6,9,0,1363.71,76
9613,7,2,4,6,0,1561.76,83
9614,2,1,3,9,0,1717.93,75
9615,7,2,7,1,1,1561.76,90
9616,1,3,1,1,1,2079.0,94
9617,2,1,5,6,0,1717.93,87
9618,2,1,6,3,0,1717.93,85
9619,7,2,1,3,1,1561.76,92
9620,1,3,6,9,0,2079.0,85
9621,1,3,5,3,0,2079.0,87
9622,1,3,2,6,0,2079.0,76
9623,2,1,5,3,0,1717.93,82
9624,4,6,6,6,0,623.48,90
9625,5,7,5,12,0,1363.71,81
9626,7,2,2,5,0,1561.76,75
9627,7,2,4,5,0,1561.76,83
9628,1,3,7,4,1,2079.0,93
