From,To,FlightId,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
7,2,2,6,1,1561.76,89,204000,1925,1833.370435
1,3,3,7,5,2079,98,201600,1770,3367.98
1,3,3,4,3,2079,80,201600,1770,2583.9
4,6,1,6,9,623.48,81,72600,1950,711.2940845
2,1,3,6,9,1717.93,88,1738,1400,2078.141129
7,2,2,6,1,1561.76,88,192000,1925,1969.175652
2,1,3,3,6,1717.93,80,1738,1400,2454.185714
7,2,2,6,5,1561.76,76,192000,1925,1405.584
7,2,2,4,3,1561.76,80,192000,1925,1470.96
7,2,2,6,5,1561.76,89,198000,1925,1889.225806
1,3,3,2,6,2079,79,216000,1770,2079
1,3,3,3,5,2079,88,223200,1770,2349
1,3,3,4,9,2079,81,230400,1770,2281.829268
7,2,3,7,1,1561.76,91,168000,1925,2811.168
2,1,3,3,9,1717.93,80,1738,1400,1558.122558
1,3,3,6,9,2079,86,244800,1770,2658.393443
5,7,2,2,3,1363.71,87,142100,1850,1735.630909
1,3,3,1,1,2079,93,216000,1770,3378.375
2,1,3,2,3,1717.93,83,1738,1400,1923.05597
2,1,3,5,3,1717.93,84,1738,1400,2273.730882
7,2,3,7,1,1561.76,90,186000,1925,2648.201739
2,1,3,2,6,1717.93,83,1738,1400,2410.64371
4,6,1,3,5,623.48,77,72600,1950,556.6785714
1,3,3,2,6,2079,89,244800,1770,2245.32
7,2,2,6,9,1561.76,77,168000,1925,1542.714146
1,3,3,4,3,2079,89,223200,1770,2702.7
2,1,3,5,1,1717.93,84,1738,1400,1992.7988
1,3,3,4,3,2079,83,216000,1770,2646
7,2,2,5,6,1561.76,76,198000,1925,2156.71619
7,2,2,1,3,1561.76,99,186000,1925,3162.564
1,3,3,4,5,2079,85,201600,1770,1949.0625
1,3,3,4,3,2079,88,208800,1770,2079
4,6,1,1,3,623.48,99,66000,1950,1122.264
7,2,2,5,12,1561.76,87,186000,1925,2067.035294
1,3,3,1,3,2079,92,230400,1770,3771.209302
1,3,3,6,12,2079,84,223200,1770,1771.875
7,2,2,6,9,1561.76,81,174000,1925,1941.044571
2,1,3,5,3,1717.93,77,1738,1400,1914.264857
7,2,3,5,9,1561.76,88,168000,1925,1774.727273
1,3,3,5,3,2079,75,208800,1770,2646
7,2,3,2,4,1561.76,88,192000,1925,1639.848
1,3,3,2,6,2079,81,223200,1770,1901.52439
7,2,2,5,6,1561.76,88,198000,1925,1450.205714
2,1,3,1,3,1717.93,98,1738,1400,2886.1224
7,2,3,4,9,1561.76,76,192000,1925,2123.0175
1,3,3,5,6,2079,88,230400,1770,2398.846154
1,3,3,4,4,2079,79,230400,1770,2238.923077
1,3,3,5,6,2079,75,244800,1770,2179.192771
2,1,3,3,9,1717.93,88,1738,1400,1810.791081
1,3,3,4,3,2079,85,230400,1770,2156
7,2,3,6,5,1561.76,87,198000,1925,1686.7008
5,7,2,6,5,1363.71,80,166600,1850,1704.6375
1,3,3,4,3,2079,82,223200,1770,2621.347826
2,1,3,3,12,1717.93,83,1738,1400,2319.2055
7,2,3,5,9,1561.76,87,198000,1925,1756.98
1,3,3,1,1,2079,95,208800,1770,3981.06383
1,3,3,5,9,2079,87,216000,1770,2310
7,2,3,6,5,1561.76,87,186000,1925,1582.864865
1,3,3,4,4,2079,86,201600,1770,2782.661538
1,3,3,5,6,2079,82,208800,1770,2054.541176
7,2,2,5,3,1561.76,80,192000,1925,1400.198621
1,3,3,6,9,2079,86,223200,1770,2772
1,3,3,5,6,2079,75,208800,1770,1907.788235
2,1,3,2,3,1717.93,86,1738,1400,2105.069155
7,2,3,4,5,1561.76,87,198000,1925,1582.042597
7,2,2,7,5,1561.76,92,180000,1925,3050.88
2,1,3,5,1,1717.93,87,1738,1400,1916.152692
7,2,2,5,12,1561.76,76,168000,1925,2129.672727
7,2,3,4,5,1561.76,85,186000,1925,1637.025542
2,1,3,5,1,1717.93,87,1738,1400,2319.2055
1,3,3,6,9,2079,86,244800,1770,2816.709677
5,7,2,7,1,1363.71,98,151900,1850,2490.253043
7,2,2,3,6,1561.76,78,192000,1925,1646.179459
1,3,3,7,5,2079,93,230400,1770,4158
7,2,3,6,5,1561.76,85,168000,1925,1749.1712
7,2,3,6,12,1561.76,82,204000,1925,1656.989268
4,6,1,6,9,623.48,80,61600,1950,719.4
1,3,3,4,5,2079,79,230400,1770,2835
1,3,3,7,6,2079,94,216000,1770,3818.571429
7,2,2,1,3,1561.76,96,174000,1925,3513.96
1,3,3,4,3,2079,79,201600,1770,1813.081395
1,3,3,4,3,2079,78,208800,1770,2598.75
2,1,3,3,9,1717.93,82,1738,1400,1737.232584
4,6,1,7,6,623.48,91,72600,1950,1057.205217
2,1,3,2,5,1717.93,79,1738,1400,1697.719059
7,2,3,6,12,1561.76,88,174000,1925,2073.812459
2,1,3,5,1,1717.93,83,1738,1400,1758.351882
1,3,3,2,6,2079,85,216000,1770,2053.646341
7,2,2,5,3,1561.76,88,192000,1925,1774.727273
7,2,2,6,1,1561.76,86,174000,1925,2040.363871
1,3,3,5,6,2079,88,230400,1770,1977.585366
1,3,3,7,5,2079,95,244800,1770,3582.957447
7,2,2,5,6,1561.76,87,180000,1925,1946.193231
2,1,3,3,12,1717.93,87,1738,1400,1887.30338
7,2,3,6,9,1561.76,80,168000,1925,1541.990886
1,3,3,1,3,2079,99,223200,1770,3818.571429
1,3,3,6,9,2079,87,208800,1770,2327.238806
1,3,3,2,6,2079,87,208800,1770,2227.5
7,2,2,3,5,1561.76,90,168000,1925,1561.76
7,2,2,5,9,1561.76,75,192000,1925,1874.112
7,2,3,2,6,1561.76,88,198000,1925,1952.2
1,3,3,1,1,2079,95,208800,1770,4107.292683
7,2,3,5,12,1561.76,78,198000,1925,1756.98
1,3,3,3,9,2079,78,244800,1770,2457
2,1,3,6,12,1717.93,87,1738,1400,1781.557037
1,3,3,2,6,2079,85,223200,1770,2221.39726
1,3,3,4,5,2079,90,244800,1770,2349
1,3,3,2,6,2079,76,216000,1770,2227.5
7,2,2,4,6,1561.76,84,180000,1925,1400.198621
1,3,3,4,3,2079,75,230400,1770,2079
2,1,3,2,6,1717.93,80,1738,1400,1447.69382
1,3,3,5,9,2079,86,208800,1770,2103.174419
7,2,3,7,5,1561.76,97,174000,1925,2492.170213
1,3,3,4,3,2079,89,216000,1770,2368.481013
2,1,3,6,3,1717.93,85,1738,1400,1781.557037
7,2,3,6,12,1561.76,78,174000,1925,2027.957015
2,1,3,2,6,1717.93,87,1738,1400,1932.67125
7,2,3,6,1,1561.76,85,186000,1925,1969.175652
1,3,3,1,3,2079,99,230400,1770,4563.658537
4,6,1,3,12,623.48,78,66000,1950,588.4530337
2,1,3,5,6,1717.93,79,1738,1400,1932.67125
2,1,3,2,3,1717.93,87,1738,1400,2405.102
1,3,3,6,12,2079,90,237600,1770,1999.038462
7,2,3,4,3,1561.76,81,168000,1925,1998.134118
1,3,3,4,3,2079,83,223200,1770,2191.378378
4,6,1,5,12,623.48,77,74800,1950,890.6857143
4,6,1,6,3,623.48,87,74800,1950,657.1816216
7,2,3,5,9,1561.76,77,204000,1925,1740.246857
2,1,3,2,4,1717.93,76,1738,1400,2240.778261
1,3,3,6,12,2079,87,230400,1770,2910.6
2,1,3,2,3,1717.93,77,1738,1400,2174.255156
2,1,3,6,5,1717.93,90,1738,1400,2576.895
1,3,3,2,6,2079,90,237600,1770,2055.375
1,3,3,4,9,2079,77,208800,1770,2079
7,2,3,6,5,1561.76,89,180000,1925,1362
7,2,2,7,1,1561.76,91,186000,1925,2733.08
1,3,3,1,1,2079,94,230400,1770,3685.5
1,3,3,2,6,2079,88,237600,1770,2917.306452
4,6,1,1,3,623.48,96,74800,1950,1246.96
2,1,3,7,5,1717.93,99,1738,1400,3221.11875
1,3,3,2,5,2079,75,230400,1770,2494.8
2,1,3,1,3,1717.93,94,1738,1400,2791.63625
7,2,2,6,9,1561.76,90,168000,1925,1602.858947
4,6,1,5,6,623.48,89,61600,1950,646.5718519
2,1,3,2,3,1717.93,78,1738,1400,1952.193182
7,2,2,5,4,1561.76,90,192000,1925,1691.906667
1,3,3,5,9,2079,89,201600,1770,2530.956522
2,1,3,6,6,1717.93,89,1738,1400,1898.764737
2,1,3,5,1,1717.93,89,1738,1400,2378.672308
5,7,2,1,1,1363.71,96,137200,1850,2504.773469
2,1,3,3,12,1717.93,89,1738,1400,1677.97814
7,2,2,6,5,1561.76,88,168000,1925,1903.395
1,3,3,7,6,2079,94,216000,1770,3367.98
1,3,3,2,5,2079,86,223200,1770,2205.768293
2,1,3,2,5,1717.93,85,1738,1400,1914.264857
7,2,2,4,5,1561.76,83,174000,1925,1677.445926
1,3,3,7,6,2079,90,201600,1770,3626.162791
1,3,3,6,12,2079,90,244800,1770,2150.689655
2,1,3,1,3,1717.93,96,1738,1400,2679.9708
1,3,3,3,9,2079,89,223200,1770,2563.150685
5,7,2,3,3,1363.71,85,161700,1850,1487.683636
7,2,2,6,5,1561.76,90,168000,1925,1849.452632
1,3,3,3,5,2079,89,230400,1770,1962.202247
1,3,3,5,6,2079,79,223200,1770,2806.65
2,1,3,4,12,1717.93,85,1738,1400,2490.9985
2,1,3,2,6,1717.93,85,1738,1400,1717.93
7,2,3,1,3,1561.76,98,204000,1925,2342.64
1,3,3,3,6,2079,85,216000,1770,1940.4
1,3,3,4,6,2079,77,237600,1770,2175.697674
1,3,3,5,3,2079,75,237600,1770,2476.455882
1,3,3,7,5,2079,96,244800,1770,4009.5
7,2,2,5,12,1561.76,86,192000,1925,1653.628235
7,2,3,5,6,1561.76,81,168000,1925,1740.246857
2,1,3,5,1,1717.93,85,1738,1400,1590.675926
1,3,3,2,5,2079,85,223200,1770,1935.62069
7,2,3,6,5,1561.76,86,198000,1925,1929.232941
4,6,1,6,5,623.48,86,68200,1950,577.2962963
5,7,2,5,1,1363.71,76,137200,1850,1379.567093
1,3,3,7,6,2079,94,223200,1770,3367.98
2,1,3,7,4,1717.93,98,1738,1400,3321.331333
1,3,3,5,6,2079,80,208800,1770,2568.176471
4,6,1,4,6,623.48,78,61600,1950,684.9498592
1,3,3,3,9,2079,90,244800,1770,2009.7
7,2,2,6,1,1561.76,81,198000,1925,1903.395
1,3,3,5,1,2079,86,237600,1770,2179.192771
7,2,2,5,6,1561.76,89,174000,1925,1764.585974
2,1,3,2,6,1717.93,84,1738,1400,1658.691034
5,7,2,4,3,1363.71,76,137200,1850,1345.766447
1,3,3,5,6,2079,86,244800,1770,1863.931034
1,3,3,4,5,2079,89,244800,1770,2135.958904
4,6,1,5,3,623.48,89,66000,1950,771.927619
1,3,3,3,9,2079,88,201600,1770,2658.393443
1,3,3,2,6,2079,77,216000,1770,2533.78125
1,3,3,1,1,2079,90,244800,1770,4061.302326
1,3,3,5,9,2079,87,216000,1770,2533.78125
2,1,3,6,12,1717.93,87,1738,1400,1621.417079
1,3,3,1,1,2079,95,201600,1770,3796.434783
1,3,3,5,6,2079,85,208800,1770,2030.651163
7,2,2,6,5,1561.76,80,180000,1925,1952.2
4,6,1,3,5,623.48,82,74800,1950,580.4813793
7,2,2,6,5,1561.76,85,180000,1925,2073.812459
1,3,3,5,3,2079,89,208800,1770,1962.202247
1,3,3,4,3,2079,89,216000,1770,1949.0625
1,3,3,4,3,2079,84,216000,1770,2327.238806
1,3,3,5,6,2079,83,237600,1770,2238.923077
1,3,3,6,12,2079,84,237600,1770,3017.903226
2,1,3,5,6,1717.93,76,1738,1400,1835.596438
7,2,3,7,5,1561.76,99,204000,1925,2623.7568
1,3,3,4,3,2079,81,223200,1770,2281.829268
2,1,3,6,12,1717.93,78,1738,1400,1952.193182
2,1,3,6,1,1717.93,82,1738,1400,1610.559375
1,3,3,4,3,2079,80,237600,1770,2792.686567
7,2,2,4,6,1561.76,83,168000,1925,1802.030769
2,1,3,7,1,1717.93,97,1738,1400,3155.381633
7,2,2,3,6,1561.76,90,186000,1925,1561.76
1,3,3,4,3,2079,80,230400,1770,2686.707692
1,3,3,7,6,2079,98,208800,1770,3564
1,3,3,5,9,2079,89,208800,1770,2574
1,3,3,6,12,2079,76,237600,1770,2030.651163
7,2,3,2,6,1561.76,75,186000,1925,1901.273043
1,3,3,7,6,2079,97,244800,1770,3525.26087
1,3,3,2,6,2079,84,237600,1770,2127.917647
1,3,3,5,6,2079,78,201600,1770,2289.531646
1,3,3,6,12,2079,90,208800,1770,2405.7
1,3,3,2,4,2079,83,201600,1770,2782.661538
2,1,3,3,5,1717.93,80,1738,1400,1880.436892
2,1,3,1,3,1717.93,100,1738,1400,2977.745333
7,2,3,5,12,1561.76,82,180000,1925,1756.98
1,3,3,1,1,2079,96,230400,1770,4521.825
1,3,3,7,6,2079,95,223200,1770,4677.75
7,2,3,7,4,1561.76,97,204000,1925,2832.96
2,1,3,1,3,1717.93,98,1738,1400,3313.150714
1,3,3,1,1,2079,92,230400,1770,3543.75
7,2,2,7,1,1561.76,98,174000,1925,2941.92
7,2,2,5,12,1561.76,83,204000,1925,1368.733483
1,3,3,6,12,2079,89,208800,1770,2027.025
2,1,3,1,3,1717.93,98,1738,1400,3289.653191
1,3,3,7,5,2079,92,223200,1770,3465
7,2,2,7,5,1561.76,98,180000,1925,3050.88
1,3,3,2,6,2079,75,216000,1770,2135.958904
4,6,1,2,6,623.48,78,68200,1950,540.3493333
1,3,3,7,6,2079,93,230400,1770,4259.414634
7,2,2,3,5,1561.76,90,198000,1925,1411.228916
4,6,1,5,12,623.48,81,70400,1950,669.6637037
7,2,3,4,5,1561.76,81,186000,1925,1740.246857
1,3,3,5,6,2079,88,230400,1770,2568.176471
2,1,3,7,5,1717.93,96,1738,1400,3355.956279
4,6,1,3,3,623.48,75,68200,1950,546.4206742
2,1,3,7,6,1717.93,94,1738,1400,3513.947727
1,3,3,2,5,2079,84,230400,1770,3067.377049
1,3,3,4,5,2079,81,201600,1770,3014.55
1,3,3,1,1,2079,97,237600,1770,4411.536585
7,2,2,4,6,1561.76,79,192000,1925,1639.848
7,2,3,4,5,1561.76,89,168000,1925,1428.439024
4,6,1,6,3,623.48,78,72600,1950,725.8423881
1,3,3,5,9,2079,83,201600,1770,2245.32
2,1,3,3,12,1717.93,85,1738,1400,2075.832083
7,2,3,6,12,1561.76,85,204000,1925,1450.205714
7,2,2,5,6,1561.76,78,186000,1925,1887.126667
1,3,3,2,5,2079,88,230400,1770,1801.8
2,1,3,6,9,1717.93,76,1738,1400,1887.30338
7,2,3,5,6,1561.76,89,180000,1925,1428.439024
2,1,3,3,9,1717.93,81,1738,1400,1695.325658
7,2,2,7,5,1561.76,99,174000,1925,3019.402667
7,2,2,6,9,1561.76,89,168000,1925,1488.265412
2,1,3,5,12,1717.93,88,1738,1400,1982.226923
2,1,3,3,12,1717.93,76,1738,1400,2415.839063
7,2,3,4,12,1561.76,88,186000,1925,1470.96
1,3,3,6,9,2079,77,223200,1770,2673
1,3,3,7,6,2079,95,223200,1770,3712.5
2,1,3,4,3,1717.93,90,1738,1400,1740.240779
4,6,1,6,5,623.48,76,74800,1950,837.5104478
4,6,1,1,1,623.48,93,74800,1950,1262.547
7,2,3,4,12,1561.76,76,174000,1925,1958.027463
7,2,3,7,5,1561.76,100,192000,1925,2890.917447
2,1,3,1,3,1717.93,93,1738,1400,3607.653
5,7,2,3,3,1363.71,78,161700,1850,1598.097656
2,1,3,2,4,1717.93,81,1738,1400,1830.951711
5,7,2,3,6,1363.71,75,147000,1850,1227.339
2,1,3,6,3,1717.93,75,1738,1400,2161.266774
7,2,2,5,6,1561.76,86,204000,1925,1887.126667
5,7,2,4,3,1363.71,85,166600,1850,1778.752174
1,3,3,3,6,2079,80,230400,1770,2275.662162
7,2,2,2,6,1561.76,83,180000,1925,1698.414
1,3,3,4,3,2079,82,223200,1770,1863.931034
1,3,3,4,3,2079,88,237600,1770,2923.59375
7,2,2,6,9,1561.76,87,168000,1925,1697.565217
1,3,3,4,3,2079,85,216000,1770,2135.958904
4,6,1,2,6,623.48,83,72600,1950,660.1552941
7,2,2,7,5,1561.76,91,174000,1925,2342.64
7,2,3,7,1,1561.76,96,186000,1925,3050.88
5,7,2,6,12,1363.71,81,151900,1850,1555.781831
1,3,3,4,3,2079,85,216000,1770,2368.481013
1,3,3,2,5,2079,84,216000,1770,2127.917647
1,3,3,6,9,2079,76,201600,1770,2598.75
7,2,3,6,5,1561.76,85,192000,1925,1522.716
1,3,3,2,5,2079,81,201600,1770,2052.683544
1,3,3,5,6,2079,83,230400,1770,2598.75
1,3,3,5,6,2079,90,244800,1770,2051.644737
2,1,3,3,3,1717.93,89,1738,1400,2196.697377
1,3,3,4,6,2079,88,237600,1770,2009.7
2,1,3,4,9,1717.93,79,1738,1400,2264.544091
1,3,3,5,6,2079,78,244800,1770,2792.686567
4,6,1,5,3,623.48,75,63800,1950,615.5878481
2,1,3,7,4,1717.93,99,1738,1400,2800.972826
2,1,3,5,6,1717.93,79,1738,1400,1488.872667
1,3,3,4,3,2079,78,208800,1770,2459.661972
2,1,3,1,3,1717.93,96,1738,1400,2996.389535
4,6,1,5,6,623.48,77,72600,1950,649.4583333
7,2,2,6,1,1561.76,88,174000,1925,1524.127229
1,3,3,5,6,2079,77,230400,1770,2338.875
2,1,3,5,1,1717.93,90,1738,1400,1759.830732
7,2,2,2,3,1561.76,83,204000,1925,1467.678072
1,3,3,3,5,2079,85,208800,1770,2210.582278
7,2,2,7,5,1561.76,96,174000,1925,2928.3
7,2,3,7,1,1561.76,94,204000,1925,3019.402667
7,2,3,3,5,1561.76,79,204000,1925,1411.228916
1,3,3,5,9,2079,90,223200,1770,1792.241379
7,2,3,3,5,1561.76,81,180000,1925,1433.144471
1,3,3,2,6,2079,90,237600,1770,1801.8
1,3,3,6,9,2079,85,208800,1770,2430
2,1,3,6,5,1717.93,76,1738,1400,2244.392419
1,3,3,1,3,2079,99,244800,1770,3955.170732
4,6,1,6,12,623.48,78,74800,1950,558.982069
2,1,3,3,9,1717.93,88,1738,1400,2046.357794
7,2,3,5,3,1561.76,85,174000,1925,1507.906207
7,2,2,3,12,1561.76,75,168000,1925,1582.042597
2,1,3,5,3,1717.93,90,1738,1400,1698.408068
1,3,3,4,3,2079,87,237600,1770,1813.081395
2,1,3,6,5,1717.93,86,1738,1400,2208.767143
1,3,3,5,6,2079,85,223200,1770,2494.8
1,3,3,6,9,2079,80,216000,1770,1925
2,1,3,1,1,1717.93,90,1738,1400,2996.389535
1,3,3,4,3,2079,83,201600,1770,2233
7,2,3,6,5,1561.76,79,168000,1925,2040.363871
1,3,3,1,1,2079,99,230400,1770,3309.428571
1,3,3,5,3,2079,89,230400,1770,2182.95
7,2,3,4,5,1561.76,81,192000,1925,1541.990886
7,2,2,4,3,1561.76,75,168000,1925,1602.858947
1,3,3,6,12,2079,75,201600,1770,2158.961538
1,3,3,4,5,2079,77,230400,1770,2310
7,2,3,5,9,1561.76,88,192000,1925,1579.92
7,2,3,5,9,1561.76,81,204000,1925,2123.0175
1,3,3,2,6,2079,86,201600,1770,2191.378378
7,2,2,5,6,1561.76,75,204000,1925,1394.428571
1,3,3,6,9,2079,83,201600,1770,2430
2,1,3,7,6,1717.93,98,1738,1400,3067.732143
7,2,3,4,6,1561.76,82,192000,1925,1952.2
1,3,3,6,12,2079,87,208800,1770,1871.1
2,1,3,5,1,1717.93,84,1738,1400,1674.98175
1,3,3,5,6,2079,75,208800,1770,2210.582278
5,7,2,3,3,1363.71,88,142100,1850,1379.032584
2,1,3,6,9,1717.93,78,1738,1400,2047.396027
4,6,1,3,12,623.48,90,72600,1950,692.7555556
7,2,3,6,12,1561.76,88,186000,1925,1454.052414
2,1,3,4,3,1717.93,89,1738,1400,1651.855769
1,3,3,7,5,2079,99,244800,1770,3492.72
7,2,2,5,12,1561.76,81,198000,1925,1697.565217
2,1,3,6,12,1717.93,85,1738,1400,2244.392419
1,3,3,2,6,2079,79,223200,1770,1892.123596
7,2,2,2,3,1561.76,88,168000,1925,1561.76
2,1,3,4,3,1717.93,85,1738,1400,1698.408068
7,2,3,6,12,1561.76,85,180000,1925,1433.144471
1,3,3,4,3,2079,81,208800,1770,2574
1,3,3,7,5,2079,97,201600,1770,3626.162791
7,2,3,1,3,1561.76,92,180000,1925,2928.3
7,2,3,3,5,1561.76,90,204000,1925,1732.911781
1,3,3,3,5,2079,90,223200,1770,2871
2,1,3,5,1,1717.93,84,1738,1400,1924.0816
7,2,2,5,6,1561.76,80,198000,1925,1925.457534
1,3,3,4,4,2079,82,216000,1770,2156
7,2,2,6,9,1561.76,85,168000,1925,1860.331765
5,7,2,6,5,1363.71,89,161700,1850,1853.793281
7,2,2,5,9,1561.76,77,180000,1925,1714.126829
1,3,3,4,3,2079,77,230400,1770,2494.8
1,3,3,5,6,2079,78,208800,1770,1834.411765
1,3,3,1,3,2079,92,244800,1770,3492.72
1,3,3,7,6,2079,94,223200,1770,3564
1,3,3,5,3,2079,81,230400,1770,2107.094595
1,3,3,1,1,2079,98,230400,1770,3543.75
7,2,2,4,6,1561.76,84,198000,1925,1507.906207
1,3,3,7,4,2079,98,216000,1770,4009.5
1,3,3,5,3,2079,83,208800,1770,1813.081395
4,6,1,6,1,623.48,76,70400,1950,639.8873684
4,6,1,2,5,623.48,81,68200,1950,719.4
1,3,3,5,6,2079,89,216000,1770,2826.140625
4,6,1,5,6,623.48,88,74800,1950,876.76875
2,1,3,4,5,1717.93,84,1738,1400,1673.308442
2,1,3,2,6,1717.93,77,1738,1400,1522.710682
7,2,3,4,6,1561.76,89,174000,1925,1901.273043
1,3,3,7,6,2079,100,230400,1770,3742.2
1,3,3,4,3,2079,88,201600,1770,2658.393443
7,2,3,7,1,1561.76,93,168000,1925,2772.920816
2,1,3,4,3,1717.93,85,1738,1400,2147.4125
7,2,3,3,5,1561.76,87,192000,1925,1836.123243
2,1,3,2,6,1717.93,76,1738,1400,2108.368636
1,3,3,3,9,2079,81,201600,1770,2398.846154
7,2,3,6,1,1561.76,80,192000,1925,1997.00459
7,2,3,3,3,1561.76,87,168000,1925,2191.501935
1,3,3,7,6,2079,97,244800,1770,3803.04878
1,3,3,1,3,2079,91,237600,1770,3617.46
1,3,3,1,4,2079,93,208800,1770,3626.162791
7,2,3,4,4,1561.76,88,186000,1925,2007.977143
7,2,3,4,5,1561.76,77,198000,1925,2049.81
7,2,3,5,9,1561.76,89,204000,1925,1836.123243
2,1,3,3,9,1717.93,78,1738,1400,2007.97013
7,2,2,5,9,1561.76,82,180000,1925,1774.727273
4,6,1,2,3,623.48,89,70400,1950,602.6973333
2,1,3,3,12,1717.93,86,1738,1400,2454.185714
7,2,2,7,5,1561.76,99,168000,1925,2440.25
4,6,1,2,3,623.48,77,63800,1950,717.4290411
2,1,3,6,3,1717.93,82,1738,1400,1696.979634
2,1,3,5,6,1717.93,76,1738,1400,1698.408068
1,3,3,6,9,2079,86,216000,1770,2104.048193
4,6,1,6,9,623.48,82,70400,1950,704.8034783
1,3,3,3,9,2079,82,216000,1770,2107.094595
1,3,3,4,9,2079,90,201600,1770,2079
7,2,2,5,9,1561.76,88,180000,1925,1490.770909
2,1,3,4,4,1717.93,85,1738,1400,1717.93
4,6,1,2,5,623.48,75,70400,1950,637.65
7,2,2,5,9,1561.76,84,186000,1925,1874.112
7,2,3,6,1,1561.76,85,168000,1925,2040.363871
7,2,3,7,5,1561.76,93,168000,1925,2623.7568
1,3,3,6,9,2079,76,244800,1770,1834.411765
1,3,3,7,5,2079,92,208800,1770,3691.285714
7,2,3,5,1,1561.76,76,174000,1925,1561.76
7,2,3,6,12,1561.76,80,198000,1925,2150.620328
7,2,2,3,3,1561.76,78,168000,1925,2231.085714
7,2,2,3,5,1561.76,76,186000,1925,2196.225
2,1,3,7,4,1717.93,93,1738,1400,3435.86
1,3,3,5,6,2079,78,216000,1770,2556.147541
7,2,3,3,5,1561.76,88,192000,1925,1901.273043
2,1,3,5,1,1717.93,79,1738,1400,2534.65082
1,3,3,7,6,2079,94,237600,1770,3248.4375
4,6,1,3,12,623.48,86,72600,1950,519.5666667
2,1,3,3,6,1717.93,88,1738,1400,1696.184051
2,1,3,3,6,1717.93,87,1738,1400,1894.775735
7,2,2,4,5,1561.76,80,192000,1925,1637.025542
1,3,3,3,5,2079,87,216000,1770,2686.707692
1,3,3,2,3,2079,77,230400,1770,1834.411765
2,1,3,2,6,1717.93,83,1738,1400,1621.417079
7,2,3,7,1,1561.76,90,174000,1925,2440.25
7,2,2,3,5,1561.76,86,180000,1925,1772.808649
7,2,2,1,3,1561.76,95,180000,1925,2990.604255
1,3,3,6,12,2079,75,244800,1770,2430
1,3,3,5,3,2079,86,208800,1770,2306.835616
7,2,2,7,1,1561.76,90,186000,1925,3045.432
2,1,3,3,3,1717.93,86,1738,1400,2135.141571
7,2,2,2,4,1561.76,77,186000,1925,1457.642667
7,2,2,3,6,1561.76,87,174000,1925,1470.96
2,1,3,2,3,1717.93,78,1738,1400,2378.672308
7,2,3,6,9,1561.76,76,174000,1925,1626.833333
1,3,3,2,6,2079,88,244800,1770,2182.95
1,3,3,4,3,2079,88,237600,1770,2104.9875
4,6,1,2,5,623.48,83,68200,1950,546.4206742
1,3,3,4,5,2079,87,208800,1770,2760.639344
1,3,3,4,6,2079,81,216000,1770,1901.52439
1,3,3,2,4,2079,80,208800,1770,2054.541176
7,2,2,5,9,1561.76,77,168000,1925,2304.236066
1,3,3,2,5,2079,83,237600,1770,2606.507463
1,3,3,5,6,2079,79,201600,1770,2547.507042
1,3,3,4,3,2079,83,230400,1770,2179.192771
1,3,3,7,5,2079,92,201600,1770,3742.2
1,3,3,5,6,2079,82,230400,1770,2792.686567
2,1,3,5,6,1717.93,86,1738,1400,2117.99589
1,3,3,4,5,2079,77,208800,1770,2055.375
1,3,3,6,12,2079,77,208800,1770,2444.22973
1,3,3,5,6,2079,78,223200,1770,1842.75
2,1,3,7,4,1717.93,99,1738,1400,3050.202245
2,1,3,2,6,1717.93,78,1738,1400,1855.3644
4,6,1,5,9,623.48,83,70400,1950,658.6056338
1,3,3,5,3,2079,90,216000,1770,2673
1,3,3,2,6,2079,90,216000,1770,2201.294118
1,3,3,5,9,2079,84,237600,1770,2196.126761
1,3,3,7,5,2079,95,223200,1770,3685.5
5,7,2,6,9,1363.71,82,156800,1850,1453.427763
7,2,3,4,3,1561.76,87,168000,1925,2196.225
2,1,3,6,3,1717.93,76,1738,1400,1784.004231
7,2,2,5,12,1561.76,77,198000,1925,1384.287273
7,2,3,4,5,1561.76,82,198000,1925,1765.467826
4,6,1,6,6,623.48,87,63800,1950,639.2643038
1,3,3,3,9,2079,76,237600,1770,2054.541176
5,7,2,6,9,1363.71,90,161700,1850,1636.452
2,1,3,6,12,1717.93,85,1738,1400,2319.2055
7,2,2,4,5,1561.76,81,168000,1925,2097.886567
5,7,2,6,9,1363.71,89,137200,1850,1507.258421
7,2,2,5,12,1561.76,79,168000,1925,1686.7008
7,2,2,6,9,1561.76,82,192000,1925,1362
1,3,3,6,12,2079,79,201600,1770,2126.25
1,3,3,4,5,2079,75,201600,1770,2349
1,3,3,4,5,2079,76,237600,1770,2477.712329
1,3,3,6,1,2079,83,230400,1770,2030.651163
7,2,3,5,9,1561.76,84,174000,1925,1582.864865
1,3,3,4,3,2079,86,237600,1770,2621.347826
7,2,2,6,1,1561.76,84,186000,1925,1615.613793
4,6,1,1,3,623.48,90,74800,1950,1215.786
7,2,3,5,9,1561.76,75,192000,1925,1579.92
1,3,3,6,12,2079,85,244800,1770,3118.5
1,3,3,3,6,2079,83,244800,1770,2461.973684
1,3,3,1,3,2079,92,244800,1770,3742.2
2,1,3,6,6,1717.93,84,1738,1400,1639.842273
2,1,3,5,1,1717.93,88,1738,1400,2233.309
5,7,2,7,6,1363.71,93,142100,1850,2532.604286
